Row Created Date Time, Sponsor Name, Sponsor Code, Agency Name, Agency Code,Facility Name, Facility Code, Program Name, Program Code, Populations Served, Agency Phone, Program Phone,  Program Address 1, Program Address 2, Program City, Program State, Program Zip, Operating Certificate Required?, Program Tier, Operating Certificate Duration, Program County, Program Region, Program Type Description, Program Category Description, Program Subcategory Description,Georeference
1/31/2025 10:21,WNY Independent Living Inc.,460099,WNY Independent Living Inc.,15620,WNY Independent Living Inc.,8752,Work Support,10,Adults,(716)836-0822,(716)836-0822x162,3108 Main Street,,Buffalo,NY,14214,N,,,Erie,Western New York,Assisted Competitive Employment,Support,Vocational,POINT (-78.82865 42.94957)
1/31/2025 10:21,Helio Health Inc.,798,Helio Health Inc.,36090,Helio Health Inc.,8138,Friendship Lodge,39,Adults,(315)474-5506,Not Available,,,,NY,,Y,,,Fulton,Central New York,Apartment/Treatment,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,Restoration Society Inc.,552099,Restoration Society Inc.,10150,Restoration Society Inc.,7224,ACE Employment,2,Adults,(716)832-2141,(716)832-2141,220 E. Main Street,,Batavia,NY,14020,N,,,Genesee,Western New York,Assisted Competitive Employment,Support,Vocational,POINT (-78.17967 42.99706)
1/31/2025 10:21,Helio Health Inc.,798,Helio Health Inc.,36090,Helio Health Inc.,8138,Helio Health SMH CMA,28,Adults,(315)474-5506,(315)471-1564,329 North Salina St,,Syracyse,NY,13203,N,,,Herkimer,Central New York,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-76.15271 43.05582)
1/31/2025 10:21,Institute for Community Living Inc.,209099,Institute for Community Living Inc.,19340,Institute for Community Living Inc.,7720,Linden House Community Residence,3,Children Adolescents,(212)385-3030,Not Available,,,,NY,,Y,,36,Kings,New York City,Children & Youth Community Residence,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,THRIVE Wellness and Recovery Inc.,711,THRIVE Wellness and Recovery Inc.,41270,THRIVE Wellness and Recovery Inc.,8182,LC Supportive Housing Comm Svcs-Comm.Svcs,633,Adults,(315)788-1530,Not Available,,,,NY,,N,,,Lewis,Central New York,Supportive Housing,Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,Exercise Express LLC,1482,Exercise Express LLC,50130,Exercise Express LLC,8493,Psychosocial Rehabilitation,2,Adults,(585)967-4356,(585)445-8222,10 Cady Street,,Rochester,NY,14608,N,,,Monroe,Western New York,CORE Psychosocial Rehabilitation (PSR),Support,Adult BH HCBS Services/CORE Services,POINT (-77.62119 43.14623)
1/31/2025 10:21,Villa of Hope,412099,Villa of Hope,37220,Villa of Hope,7598,Villa of Hope SMH CMA,67,Adults,(585)865-1550,(585)865-1550,1099 Jay St. Building P,,Rochester,NY,14611,N,,,Monroe,Western New York,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-77.65062 43.15837)
1/31/2025 10:21,St. Mary's Healthcare,302099,St. Mary's Healthcare,85350,St. Mary's Healthcare,7328,Comprehensive MHC/Psychosocial Club,400,,(518)842-1900,(518)841-7358,8 River St,,Nelliston,NY,13410,N,,,Montgomery,Central New York,Psychosocial Club,Support,Self-Help,POINT (-74.61471 42.93443)
1/31/2025 10:21,EAC Inc.,39,EAC Inc.,33030,EAC Inc.,9215,EAC SMH CMA Nassau,8,Adults,(516)539-0150x122,(516)486-8944,175 Fulton Ave,Suite 400,Hempstead,NY,11550,N,,,Nassau,Long Island,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-73.62932 40.7075)
1/31/2025 10:21,Mental Health Association of Nassau County Inc.,262099,Mental Health Association of Nassau County I,23250,Mental Health Association of Nassau County I,7232,Consumer Link,1,Adults,(516)489-2322,(516)489-2322x1201,16 Main Street,,Hempstead,NY,11550,N,,,Nassau,Long Island,Advocacy/Support Services,Support,Self-Help,POINT (-73.62348 40.70679)
1/31/2025 10:21,Mental Health Association of Nassau County Inc.,262099,Mental Health Association of Nassau County I,23250,Mental Health Association of Nassau County I,7232,Garvey House,434,Adults,(516)489-2322,Not Available,,,,NY,,Y,,36,Nassau,Long Island,Congregate/Treatment,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,Mercy Medical Center,275099,Mercy Medical Center,85030,Mercy Medical Center,6794,Corona Avenue Residence,8,Adults,(516)705-2525,Not Available,,,,NY,,Y,,36,Nassau,Long Island,Congregate/Treatment,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,Pilgrim Psychiatric Center,340099,Pilgrim Psychiatric Center,90120,Pilgrim Psychiatric Center,13,Sycamore Community Residence,618,Adults,(631)761-3500,Not Available,,,,NY,,Y,,36,Nassau,Long Island,Congregate/Treatment,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,Mount Sinai Hospitals Group Inc.,287099,South Nassau Communities Hospital,81030,South Nassau Communities Hospital,6632,SNCH Center for Behavioral Healthcare,1,Children Adolescents Adults,(516)632-3000,(516)485-5710,250 Fulton Avenue,,Hempstead,NY,11550-3917,Y,,36,Nassau,Long Island,Mental Health Outpatient Treatment and Rehabilitative Services (MHOTRS),Outpatient,MHOTRS,POINT (-73.62613 40.70733)
1/31/2025 10:21,ACMH Inc.,27099,ACMH Inc.,18780,ACMH Inc.,7062,Manhattan Treatment Apartments (MTA),430,Adults,(212)274-8558,Not Available,,,,NY,,Y,,36,New York,New York City,Apartment/Treatment,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,Manhattan Psychiatric Center,910099,Manhattan Psychiatric Center,90100,Manhattan Psychiatric Center,10,Transitional Living Residence II,431,Adults,(646)766-5000,Not Available,,,,NY,,Y,,36,New York,New York City,Congregate/Treatment,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,Gotham Health FQHC,173099,NYC-HHC Gouverneur Hospital D&TC,81340,NYC-HHC Gouverneur Hospital D&TC,6331,Healthy Steps,1,Children,(212)238-8001,(212)238-8159,227 Madison St.,,New York,NY,10002,N,,,New York,New York City,Advocacy/Support Services,Support,Self-Help,POINT (-73.98774 40.71283)
1/31/2025 10:21,Odyssey House Inc.,999999,Odyssey House Inc.,19400,Odyssey House Inc.,8822,Youth Peer Support and Training,7,Children,(212)361-1600,(718)860-2994,953 Southern Blvd - Suite 301,,Bronx,NY,10459,N,,,New York,New York City,CFTSS: Youth Peer Support (YPS),Support,General Support,POINT (-73.89166 40.8216)
1/31/2025 10:21,St. Joseph's Medical Center,394099,St. Joseph's Medical Center,81050,St. Joseph's Medical Center,6252,SJMC Supported Housing/Manhattan MRT SH - Comm Svcs,644,Adults,(914)378-7553,Not Available,,,,NY,,N,,,New York,New York City,Supportive Housing,Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,Urban Justice Center,136,Urban Justice Center,30200,Urban Justice Center,9240,Advocacy Services,2,Adults,(646)602-5600,(646)602-5600,40 Rector Street,9th Floor,New York,NY,10006,N,,,New York,New York City,Advocacy/Support Services,Support,Self-Help,POINT (-74.01482 40.70836)
1/31/2025 10:21,Community Missions Inc.,106099,Community Missions Inc.,10660,Community Missions Inc.,7464,Supported Housing - High Needs - Community Service-Comm.Svcs,633,Adults,(716)285-3403,Not Available,,,,NY,,N,,,Niagara,Western New York,Supportive Housing,Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,AccessCNY Inc.,360,AccessCNY Inc.,22180,AccessCNY Inc.,8290,CSS,10,Adults,(315)455-7591,(315)478-4151,1603 Court St,,Syracuse,NY,13208,N,,,Onondaga,Central New York,Psychosocial Club,Support,Self-Help,POINT (-76.14633 43.07917)
1/31/2025 10:21,SOLVAY SCHOOL DISTRICT,1788,SOLVAY SCHOOL DISTRICT,52340,SOLVAY SCHOOL DISTRICT,8789,SCHOOL MENTAL HEALTH,1,Children Adolescents,(315)468-1111,(315)468-1111,299 Bury Drive,,Syracuse,NY,13209,N,,,Onondaga,Central New York,School Mental Health Program,Support,Education,POINT (-76.24926 43.09304)
1/31/2025 10:21,Rockland Psychiatric Center,916099,Rockland Psychiatric Center,90150,Rockland Psychiatric Center,16,Rockland PC Orange - HHCM,184,Adults,(845)359-1000,(845)326-8035,45 Ashley Avenue,,Middletown,NY,10940,N,,,Orange,Hudson River,Health Home Care Management,Support,Care Coordination,POINT (-74.44202 41.45352)
1/31/2025 10:21,Neighborhood Care Team Inc.,669099,Neighborhood Care Team Inc.,25270,Neighborhood Care Team Inc.,8937,Supported Housing - HIRE - Homeless Reinvestment- Comm. Svcs,630,Adults,(718)739-3000,Not Available,,,,NY,,N,,,Queens,New York City,Supportive Housing,Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,Jewish Board of Family and Children's Services Inc.,224099,Jewish Board of Family & Children's Services,21290,Jewish Board of Family & Children's Services,6709,CFTSS Staten Island,140,Children,(212)582-9100,(718)761-9800,1765 South Avenue,,New York,NY,10314,N,,,Richmond,New York City,CFTSS: Family Peer Support Services (FPSS),Support,General Support,POINT (-74.19268 40.60174)
1/31/2025 10:21,Jewish Board of Family and Children's Services Inc.,224099,Jewish Board of Family & Children's Services,21290,Jewish Board of Family & Children's Services,6709,Staten Island Children's Community Residence,1,Children Adolescents,(212)582-9100,Not Available,,,,NY,,Y,,36,Richmond,New York City,Children & Youth Community Residence,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,St. Joseph's Medical Center,394099,St. Joseph's Medical Center,81050,St. Joseph's Medical Center,6252,Treatment Apartment Program,15,Adults,(914)378-7553,Not Available,,,,NY,,Y,,36,Richmond,New York City,Apartment/Treatment,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,Loeb House Inc.,240099,Loeb House Inc.,14630,Loeb House Inc.,7658,Take Five,2,Adults,(845)735-0515,Not Available,,,,NY,,N,,,Rockland,Hudson River,Crisis/Respite Beds,Emergency/Crisis,Crisis,POINT (-73.75522 42.65155)
1/31/2025 10:21,Rockland Hospital Guild Inc.,381099,Rockland Hospital Guild Inc.,14410,Rockland Hospital Guild Inc.,6359,Marty Langer Home,4,Adults,(845)680-6226,Not Available,,,,NY,,Y,,36,Rockland,Hudson River,Congregate/Treatment,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,AspireHope NY Inc.,47,AspireHope NY Inc.,26470,AspireHope NY Inc.,8986,AspireHope NY Inc. - Schuyler,7,Children Adolescents Adults,(607)776-2164,(607)776-2164,25 West Steuben Street,,Bath,NY,14810,N,,,Schuyler,Western New York,Family Peer Support Services - Children & Family,Support,General Support,POINT (-77.31984 42.33361)
1/31/2025 10:21,Steuben Churchpeople Against Poverty Inc./dba Arbor Development,442099,SCAP Inc./dba Arbor Development,50620,SCAP Inc./dba Arbor Development,7515,SCAP Inc/dba Arbor Development SMH CMA,18,Adults,(607)654-7487x2027,(607)382-0578,26 Bridge Street,,Bath,NY,14810,N,,,Steuben,Western New York,Specialty Mental Health Care Management,Support,Care Coordination,
1/31/2025 10:21,RISE Housing and Support Services Inc.,464099,RISE Housing and Support Services Inc.,50590,RISE Housing and Support Services Inc.,7139,RISE Housing and Support Services SMH CMA (AOT),26,Adults,(518)587-6193,(518)587-6193,127 Uion Street,,Saratoga Springs,NY,12019,N,,,Warren,Hudson River,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-73.79007 43.07142)
1/31/2025 10:21,Abbott House Inc.,541099,Abbott House Inc.,18730,Abbott House Inc.,8532,Pleasantville Community Residence,430,Children Adolescents,(914)591-7300,Not Available,,,,NY,,Y,,36,Westchester,Hudson River,Children & Youth Community Residence,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,Greater Mental Health of New York Inc.,272099,Greater Mental Health of New York Inc.,14220,Greater Mental Health of New York Inc.,6313,Children's Crisis Services,23,Children Adolescents,(914)345-5900,(914)345-5900,580 White Plains Road,,Tarrytown,NY,10591,N,,,Westchester,Hudson River,Crisis  Intervention,Emergency/Crisis,Crisis,POINT (-73.83819 41.06187)
1/31/2025 10:21,Search For Change Inc.,431099,Search For Change Inc.,14180,Search For Change Inc.,6271,SFC Mamaroneck House,440,Adults,(914)428-5600x9228,Not Available,,,,NY,,Y,,36,Westchester,Hudson River,Congregate/Treatment,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,Jewish Board of Family and Children's Services Inc.,224099,Jewish Board of Family & Children's Services,21290,Jewish Board of Family & Children's Services,6709,Duryea Place CR/SRO - Young Adult,46,Adults,(212)582-9100,Not Available,,,,NY,,Y,,36,Kings,New York City,SRO Community Residence,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,Clear Path for Veterans Inc.,1867,Clear Path for Veterans Inc.,52860,Clear Path for Veterans Inc.,8852,Joseph Dwyer - Broome County Peer Support,1,Children Adolescents Adults,(315)687-3300,(315)687-3300,1223 Salt Springs Road,,Chittenango,NY,13037,N,,,Broome,Central New York,Outreach,Support,General Support,POINT (-75.91259 43.04052)
1/31/2025 10:21,Elmira Psychiatric Center,134099,Elmira Psychiatric Center,90250,Elmira Psychiatric Center,35,AD. HHCM Non-Medicaid-Chemung,89,Adults,(607)737-4711,(607)737-4966,100 Washington Street,,Elmira,NY,14901-2898,N,,,Chemung,Western New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,POINT (-76.79487 42.09077)
1/31/2025 10:21,Mental Health Empowerment Project Inc.,800099,Mental Health Empowerment Project Inc.,27100,Mental Health Empowerment Project Inc.,7492,Skill Building for Consumers - statewide,1,Adults,(518)434-1393,(518)434-1393,3 Atrium Drive,Suite 205,Albany,NY,12205,N,,,Albany,Hudson River,Advocacy/Support Services,Support,Self-Help,POINT (-73.77621 42.68871)
1/31/2025 10:21,Aid to the Developmentally Disabled Inc.,3099,Aid to the Developmentally Disabled Inc.,20090,Aid to the Developmentally Disabled Inc.,7569,ADD - Aquebogue Residence,432,Adults,(631)727-6220,Not Available,,,,NY,,Y,,36,Suffolk,Long Island,Congregate/Treatment,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,Tioga County Department of Mental Hygiene,457099,Tioga County Department of Mental Hygiene,70510,Tioga County Department of Mental Hygiene,6893,Respite Services,11,Children Adolescents,(607)687-0200,(607)687-0200,1062 State Route 38,,Owego,NY,13827,N,,,Tioga,Western New York,Respite Services,Support,General Support,POINT (-76.26421 42.14179)
1/31/2025 10:21,Sagamore Children's Psychiatric Center,925099,Sagamore Children's Psychiatric Center,90210,Sagamore Children's Psychiatric Center,25,Family Court Screening,13,Children Adolescents,(631)370-1701,(631)370-1834,400 Carleton Avenue,,Central Islip,NY,11722,N,,,Suffolk,Long Island,Outreach,Support,General Support,POINT (-73.19419 40.7618)
1/31/2025 10:21,Living Positive Inc.,1299,Living Positive Inc.,49180,Living Positive Inc.,8348,Living Positive - Brooklyn,5,Adults,(718)374-5949,(718)374-5949,147 Prince Street,2nd Floor #52,Brooklyn,NY,11201-3022,N,,,Kings,New York City,CORE Empowerment Services - Peer Supports,Support,Adult BH HCBS Services/CORE Services,POINT (-73.98255 40.69282)
1/31/2025 10:21,North Shore Child & Family Guidance Association Inc.,314099,North Shore Child & Family Guidance Associati,21730,North Shore Child & Family Guidance Associati,6795,ISP Boces,10,Children Adolescents,(516)626-1971,,2351 Jerusalem Ave,,N. Bellmore,NY,11710-1822,N,,,Nassau,Long Island,School Mental Health Program,Support,Education,POINT (-73.54529 40.69135)
1/31/2025 10:21,Concern for Independent Living Inc.,103099,Concern for Independent Living Inc.,16390,Concern for Independent Living Inc.,7609,Concern Ronkonkoma,15,Adults,(631)758-0474,Not Available,,,,NY,,N,,,Suffolk,Long Island,Supportive Single Room Occupancy (SP-SRO),Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,Buffalo Psychiatric Center,903099,Buffalo Psychiatric Center,90030,Buffalo Psychiatric Center,3,Elmwood Wellness Center,421,Adults,(716)885-2261,(716)816-2902,400 Forest Avenue,,Buffalo,NY,14213-1298,N,,,Erie,Western New York,Recreation and/or Fitness,Support,General Support,POINT (-78.88252 42.92785)
1/31/2025 10:21,HCR Care Management LLC,1731,HCR Care Management LLC,51870,HCR Care Management LLC,8756,HCR Care Management  SMH CMA,4,Adults,(800)270-4904,(800)270-4904,85 Metro Park,,Rochester,NY,14623,N,,,Franklin,Central New York,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-77.61701 43.09721)
1/31/2025 10:21,Family Service League Inc.,149099,Family Service League Inc.,50440,Family Service League Inc.,7171,Terryville Family Shelter,93,Adults,(631)427-3700,(631)509-4770,321 Terryville Road,,Port Jefferson,NY,11776,N,,,Suffolk,Long Island,Homeless Placement Services,Support,Care Coordination,POINT (-73.05151 40.91369)
1/31/2025 10:21,Northwell Healthcare Inc.,455099,The Long Island Home,81980,The Long Island Home,9146,South Oaks Children and Adolescent Outpatient Services,2,Children Adolescents Adults,(631)608-5100,(631)264-4000,400 Sunrise Highway,Admin Bldg 2nd Floor,Amityville,NY,11701-2508,Y,,36,Suffolk,Long Island,Mental Health Outpatient Treatment and Rehabilitative Services (MHOTRS),Outpatient,MHOTRS,POINT (-73.42281 40.68624)
1/31/2025 10:21,Columbia County Department of Human Services,107099,Columbia County Department of Human Services,70140,Columbia County Department of Human Services,6883,Columbia County DHS - HH Non- Med CM,19,Children Adolescents Adults,(518)828-9446,(518)828-9446,325 Columbia Street,,Hudson,NY,12534,N,,,Columbia,Hudson River,Health Home Non-Medicaid Care Management,Support,Care Coordination,POINT (-73.7898 42.25319)
1/31/2025 10:21,St. Mary's Healthcare,302099,St. Mary's Healthcare,85350,St. Mary's Healthcare,7328,St. Mary's Counseling Services,120,Children Adolescents Adults,(518)842-1900,(518)843-7520,4988 State Highway 30,5th Floor,Amsterdam,NY,12010-7520,Y,,36,Montgomery,Central New York,Mental Health Outpatient Treatment and Rehabilitative Services (MHOTRS),Outpatient,MHOTRS,POINT (-74.18571 42.95832)
1/31/2025 10:21,Recovery Associates of Upstate New York Inc.,131099,East House Corporation,50410,East House Corporation,6081,East House - Scattered Supported Housing-Comm.Svcs.,630,Adults,(585)238-4800,Not Available,,,,NY,,N,,,Monroe,Western New York,Supportive Housing,Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,Abbott House Inc.,541099,Abbott House Inc.,18730,Abbott House Inc.,8532,Children and Family Treatment and Support Services,5,Children Adolescents,(914)591-7300,(914)591-7300x3023,100 N Broadway,,Irvington,NY,10533,N,,,Westchester,Hudson River,CFTSS: Community Psychiatric Support and Treatment (CPST),Support,General Support,POINT (-73.86227 41.04561)
1/31/2025 10:21,Contact Community Services Inc.,33,Contact Community Services Inc.,12480,Contact Community Services Inc.,8019,Children's Crisis Hotline,16,Children Adolescents,(315)251-1400,(315)251-1400,6311 Court Street Road,,E. Syracuse,NY,13057-2942,N,,,Onondaga,Central New York,Advocacy/Support Services,Support,Self-Help,POINT (-76.08307 43.09058)
1/31/2025 10:21,Mental Health Association in Orange County,671099,Mental Health Association in Orange County,23890,Mental Health Association in Orange County,7202,Supported Housing COC - SC Enhanced HUD Case Manag-Comm.Svcs,638,Adults,(845)342-2400,Not Available,,,,NY,,N,,,Orange,Hudson River,Supportive Housing,Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,Families First in Essex County Inc.,18590,Families First in Essex County Inc.,18590,Families First in Essex County Inc.,8675,School Mental Health - ACAP,38,Children Adolescents,(518)873-9544,(518)873-9544,196 Water St.,,Elizabethtown,NY,12932,N,,,Essex,Central New York,School Mental Health Program,Support,Education,POINT (-73.5931 44.21742)
1/31/2025 10:21,Restoration Society Inc.,552099,Restoration Society Inc.,10150,Restoration Society Inc.,7224,Recovery Center,5,Adults,(716)832-2141,(716)832-2141,327 Elm Street,,Buffalo,NY,14203,N,,,Erie,Western New York,Recovery Center,Support,Self-Help,POINT (-78.86752 42.89027)
1/31/2025 10:21,PEOPLE: Projects to Empower and Organize the Psychiatrically Labeled Inc. d/b/a PEOPLE USA,678099,PEOPLE: Projects to Empower and Organize the,15820,PEOPLE: Projects to Empower and Organize the,9012,PEOPLe Supp Housing/STP SH Orange Cty - Comm Svcs,638,Adults,(845)452-2728,Not Available,,,,NY,,N,,,Orange,Hudson River,Supportive Housing,Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,Northern Regional Center for Independent Living,853099,Northern Regional Center for Independent Livi,13890,Northern Regional Center for Independent Livi,7766,CFTSS Family Peer Support Services,19,Children Adolescents,(315)785-8703,(315)836-3735,5520 Jackson Street,,Lowville,NY,13367,N,,,Lewis,Central New York,CFTSS: Family Peer Support Services (FPSS),Support,General Support,POINT (-75.48624 43.78292)
1/31/2025 10:21,Chautauqua County Mental Hygiene Services,89099,Chautauqua County Mental Hygiene Services,70360,Chautauqua County Mental Hygiene Services,6854,Health  Home Care Management C&Y,22,Children Adolescents,(716)753-4104,(716)753-4104,333 E. 5th Street,,Jamestown,NY,14701,N,,,Chautauqua,Western New York,Health Home Care Management,Support,Care Coordination,POINT (-79.23664 42.09895)
1/31/2025 10:21,New York City Health and Hospitals Corporation Queens Hospital Center,357099,NYC-HHC Queens Hospital Center,87060,NYC-HHC Queens Hospital Center,6581,Queens Hospital Center Child & Adolescent OPD,120,Children Adolescents,(718)883-3000,(718)883-2700,82-50 164th Street,3rd Floor Suite P-315,Jamaica,NY,11432-1121,Y,,36,Queens,New York City,Mental Health Outpatient Treatment and Rehabilitative Services (MHOTRS),Outpatient,MHOTRS,POINT (-73.80356 40.71751)
1/31/2025 10:21,Catholic Charities Neighborhood Services Inc.,68099,Catholic Charities Neighborhood Services Inc,40490,Catholic Charities Neighborhood Services Inc,6487,CCNS Supported Housing/PC Long Stay Queens - Comm. Svcs.,634,Adults,(718)722-6000,Not Available,,,,NY,,N,,,Queens,New York City,Supportive Housing,Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,Liberty Resources Inc.,345099,Liberty Resources Inc.,50660,Liberty Resources Inc.,7241,Ongoing Supported Employment,53,Adults,(315)425-1004,(315)425-1004,1045 James Street,,Syracuse,NY,13293,N,,,Onondaga,Central New York,Adult BH HCBS Ongoing Supported Employment (OSE),Support,Adult BH HCBS Services/CORE Services,POINT (-76.13339 43.06064)
1/31/2025 10:21,NYS ARC Jefferson-St.Lawrence Counties Chapter,894099,NYS ARC Jefferson-St.Lawrence Counties Chapte,40420,NYS ARC Jefferson-St.Lawrence Counties Chapte,6304,Employment Services- JC,22,Adults,(315)788-2730,(315)836-1420,968 Bradley Street,,Watertown,NY,13601,N,,,Jefferson,Central New York,Adult BH HCBS Pre-Vocational Services,Support,Adult BH HCBS Services/CORE Services,POINT (-75.91572 43.99259)
1/31/2025 10:21,Catholic Charities of Rockville Centre d/b/a Catholic Charities of Long Island,76099,Catholic Charities of Rockville Centre d/b/a,20580,Catholic Charities of Rockville Centre d/b/a,6814,Siena Community Residence,430,Adults,(516)733-7000,Not Available,,,,NY,,Y,,36,Suffolk,Long Island,Congregate/Treatment,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,Child and Family Services of Erie County,90099,Child and Family Services of Erie County,10820,Child and Family Services of Erie County,7511,Home and Community Support Services,36,Children Adolescents,(716)335-7010,(716)842-2750,844 Delaware Avenue,,Buffalo,NY,14209,N,,,Erie,Western New York,CFTSS: Family Peer Support Services (FPSS),Support,General Support,POINT (-78.87227 42.90715)
1/31/2025 10:21,Roman Catholic Diocese of Albany,155099,Roman Catholic Diocese of Albany,41250,Catholic Charities/Albany AI,8279,Catholic Charities Care Coordination Services SMH CMA,6,Adults,(518)453-6650,(518)842-4202x3122,1 Kimball Street,,Amsterdam,NY,12010,N,,,Fulton,Central New York,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-74.19296 42.94034)
1/31/2025 10:21,Institute for Community Living Inc.,209099,Institute for Community Living Inc.,19340,Institute for Community Living Inc.,7720,(S:) ICL SH/Scattered Site MICA-Comm.Svcs.,639,Adults,(212)385-3030,Not Available,,,,NY,,N,,,Kings,New York City,Supportive Housing,Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
